"Codice_PreCipe","Data_PreCipe","Progressivo_PreCipe","Codice_Titolario","Numero_Fascicolo","Numero_SottoFascicolo","Codice_Registro","Codice_Registro2","Codice_Registro3","Numero_OdgPreCipe","Progressivo_NumeroPreCipe","Codice_ArgomentoPreCipe","Oggetto_PreCipe","Codice_RisultanzaPreCipe","Nota_RisultanzaPreCipe","Codice_Ufficio","Numero_Delibera","Annotazioni_PreCipe"
1787,"2004-10-20 00:00:00",0,8,109,,,,,"0",0,0,"RELAZIONI 1° SEM 2004 SULLE EROGAZIONI DELLA CASSA DEPOSITI E PRESTITI SU PATTI TERRITORIALI  CONTRATTI D'AREA",0,,0,0,
1788,"2004-11-23 00:00:00",0,8,110,,,,,"0",0,0,"CONTRATTO DI PROGRAMMA MEDITERRANEO VILLAGES S.p.A.",0,,0,0,
1789,"2004-11-23 00:00:00",0,8,111,,,,,"0",0,0,"CONTRATTO DI PROGRAMMA TIRRENO SVILUPPO S.c. a r.l.",0,,0,0,
1790,"2008-04-02 00:00:00",0,8,112,,,,,"0",0,0,"CONTRATTO DI PROGRAMMA  SVILUPPO ITALIA TURISMO S.p.A.",0,,0,0,
1791,"2004-11-23 00:00:00",0,8,112,,,,,"0",0,0,"CONTRATTO DI PROGRAMMA  SVILUPPO ITALIA TURISMO S.p.A.",0,,0,0,
1792,"2004-11-23 00:00:00",0,8,113,,,,,"0",0,0,"CONTRATTO DI PROGRAMMA  LA LODIGIANA S.c. a r.l.",0,,0,0,
1793,"2004-11-23 00:00:00",0,8,114,,,,,"0",0,0,"CONTRATTO DI PROGRAMMA ALICOS (EX 7C ITALIA)",0,,0,0,
1794,"2007-04-19 00:00:00",0,8,117,,,,,"0",0,0,"CONTRATTO DI PROGRAMMA CONSORZIO PER LO SVILUPPO VALLE DEL RIO FORCELLA",0,,0,0,
1795,"2005-05-24 00:00:00",0,8,120,,,,,"0",0,0,"CONTRATTO DI PROGRAMMA EQUIPOLYMERS S.P.A.",0,,0,0,
1796,"2005-05-24 00:00:00",0,8,121,,,,,"0",0,0,"CONTRATTO DI PROGRAMMA SICILIA GOLF RESORT S.C.A.R.L.",0,,0,0,
1797,"2005-05-24 00:00:00",0,8,122,,,,,"0",0,0,"CONTRATTO DI FILIERA  ALTA QUALITA' (contiene relazione sui contratti di filiera)",0,,0,0,
1798,"2005-05-24 00:00:00",0,8,123,,,,,"0",0,0,"CONTRATTO DI FILIERA CAMPOVERDE",0,,0,0,
1799,"2005-05-24 00:00:00",0,8,124,,,,,"0",0,0,"RELAZIONI 2° SEM 2004 SULLE EROGAZIONI DELLA CASSA DEPOSITI E PRESTITI SU PATTI TERRITORIALI  CONTRATTI D'AREA",0,,0,0,
1800,"2005-05-24 00:00:00",0,8,126,,,,,"0",0,0,"CONTRATTO DI FILIERA ""ASSOCIAZIONE TEMPORANEA PER LO SVILUPPO DELLE FILIERA PATATICOLA - ATSFP""",0,,0,0,
1801,"2005-05-24 00:00:00",0,8,128,,,,,"0",0,0,"CONTRATTO DI PROGRAMMA ""OP MAROLLO""",0,,0,0,
1802,"2007-12-19 00:00:00",0,8,129,,,,,"0",0,0,"CONTRATTO DI PROGRAMMA ""FLORCONSORZI""",0,,0,0,
1803,"2005-05-24 00:00:00",0,8,129,,,,,"0",0,0,"CONTRATTO DI PROGRAMMA ""FLORCONSORZI""",0,,0,0,
1804,"2005-07-26 00:00:00",0,8,132,,,,,"0",0,0,"CONTRATTO DI PROGRAMMA FIAT POWERTRAIN ITALIA SRL",0,,0,0,
1805,"2005-07-05 00:00:00",0,8,132,,,,,"0",0,0,"CONTRATTO DI PROGRAMMA FIAT POWERTRAIN ITALIA SRL",0,,0,0,
1806,"2007-12-19 00:00:00",0,8,133,,,,,"0",0,0,"CONTRATTO DI FILIERA - ""CONSORZIO VIGNECANTINE""",0,,0,0,
1807,"2005-07-26 00:00:00",0,8,138,,,,,"0",0,0,"CONTRATTO  DI PROGRAMMA GENESIS SOC.CONS. A R.L.",0,,0,0,
1808,"2006-02-23 00:00:00",0,8,141,,,,,"0",0,0,"CONTRATTO DI PROGRAMMA CIT SPA",0,,0,0,
1809,"2006-02-23 00:00:00",0,8,142,,,,,"0",0,0,"CONTRATTO DI PROGRAMMA EUROALLUMINA",0,,0,0,
1810,"2006-02-23 00:00:00",0,8,143,,,,,"0",0,0,"CONTRATTO DI PROGRAMMA CREO",0,,0,0,
1811,"2006-02-23 00:00:00",0,8,144,,,,,"0",0,0,"CONTRATTO DI PROGRAMMA AGROERICINO",0,,0,0,
1812,"2006-02-23 00:00:00",0,8,145,,,,,"0",0,0,"CONTRATTO DI PROGRAMMA CONSORZIO AGROINDUSTRIALE AREE SVANTAGGIATE PIEMONTESI",0,,0,0,
1813,"2006-02-23 00:00:00",0,8,146,,,,,"0",0,0,"CONTRATTO DI PROGRAMMA SVILUPPO SICILIA SCARL",0,,0,0,
1814,"2006-02-23 00:00:00",0,8,147,,,,,"0",0,0,"CONTRATTO DI PROGRAMMA CONSORZIO SVILUPPO AGROINDUSTRIALE PIEMONTESE ",0,,0,0,
1815,"2006-02-23 00:00:00",0,8,148,,,,,"0",0,0,"CONTRATTO DI PROGRAMMA ALIMENTA",0,,0,0,
1816,"2005-12-20 00:00:00",0,8,154,,,,,"0",0,0,"MODIFICA DELLE PROCEDURE DELLE INTESE ISTITUZIONALI DI PROGRAMMA E DEGLI ACCORDI DI PROGRAMMA QUADRO",0,,0,0,
1881,"2002-11-27 00:00:00",0,11,42,,,,,"0",0,0,"MINISTERO INFRASTRUTTURE E TRASPORTI: PROGRAMMA TRIENNALE 2002-2004 DIPARTIMENTO TRASPORTI TERRESTRI - PARERE DI CONFORMITA'",0,,0,0,
1882,"2003-09-25 00:00:00",0,11,43,,,,,"0",0,0,"RELAZIONI UVAL SU STUDI DI FATTIBILITA' : OTTOBRE 2002 E GIUGNO 2003",0,,0,0,
1883,"2002-10-22 00:00:00",0,11,43,,,,,"0",0,0,"RELAZIONI UVAL SU STUDI DI FATTIBILITA' : OTTOBRE 2002 E GIUGNO 2003",0,,0,0,
1884,"2002-09-24 00:00:00",0,11,44,,,,,"0",0,0,"REVISIONE DEL CONTRATTO DI PROGRAMMA FS S.p.A. 2001-2005",0,,0,0,
1885,"2002-11-27 00:00:00",0,11,45,,,,,"0",0,0,"MINISTERO INFRASTRUTTURE E TRASPORTI: PROGRAMMA TRIENNALE 2002-2004 OPERE MARITTIME - PARERE DI CONFORMITA'",0,,0,0,
1886,"2002-11-27 00:00:00",0,11,47,,,,,"0",0,0,"PROGRAMMA TRIENNALE 2002-2004 L.109/1994 - MAGISTRATO PER IL PO",0,,0,0,
1887,"2002-10-22 00:00:00",0,11,48,,,,,"0",0,0,"RELAZIONE CASSA DEPOSITI E PRESTITI SU FONDO PROGETTAZIONE PRELIMINARE 1999-2001",0,,0,0,
1888,"2002-10-22 00:00:00",0,11,49,,,,,"0",0,0,"PRIMO RAPPORTO UTFP SULLO STATO DI AVANZAMENTO DEGLI STUDI PILOTA",0,,0,0,
1889,"2002-10-22 00:00:00",0,11,50,,,,,"0",0,0,"RELAZIONE UVER STATO ATTUAZIONE OPERE COMPLETAMENTO L. 208/98 (1° SEMESTRE 2002)",0,,0,0,
1890,"2002-10-22 00:00:00",0,11,51,,,,,"0",0,0,"UNIFICAZIONE CONTRIBUTI  LINEA 1 DELLA METROPOLITANA DI NAPOLI",0,,0,0,
1891,"2002-10-22 00:00:00",0,11,52,,,,,"0",0,0,"AUTOSTRADA SALERNO - REGGIO CALABRIA 1° MAXILOTTO",0,,0,0,
1892,"2008-07-29 00:00:00",0,11,53,,,,,"0",0,0,"QUADRILATERO MARCHE - UMBRIA",0,,0,0,
1893,"2003-12-16 00:00:00",0,11,53,,,,,"0",0,0,"QUADRILATERO MARCHE - UMBRIA",0,,0,0,
1894,"2002-10-22 00:00:00",0,11,53,,,,,"0",0,0,"QUADRILATERO MARCHE - UMBRIA",0,,0,0,
1895,"2004-03-02 00:00:00",0,11,53,,,,,"0",0,0,"QUADRILATERO MARCHE - UMBRIA",0,,0,0,
1896,"2007-01-19 00:00:00",0,11,54,,,,,"0",0,0,"PASSANTE DI MESTRE",0,,0,0,
1897,"2002-10-22 00:00:00",0,11,54,,,,,"0",0,0,"PASSANTE DI MESTRE",0,,0,0,
1898,"2003-10-29 00:00:00",0,11,54,,,,,"0",0,0,"PASSANTE DI MESTRE",0,,0,0,
1899,"2002-10-22 00:00:00",0,11,55,,,,,"0",0,0,"SCHEMI IDRICI",0,,0,0,
1900,"2002-11-27 00:00:00",0,11,56,,,,,"0",0,0,"MINISTERO INFRASTRUTTURE E TRASPORTI: PROGRAMMA TRIENNALE 2002-2004 PROVVEDITORATI - PARERE DI CONFORMITA'",0,,0,0,
1901,"2002-11-27 00:00:00",0,11,57,,,,,"0",0,0,"PIANO NAZIONALE SICUREZZA STRADALE  1997-2001 E PRIMO PROGRAMMA ANNUALE DI ATTUAZIONE 2002",0,,0,0,
1902,"2002-11-27 00:00:00",0,11,58,,,,,"0",0,0,"L. 211/92 TRASPORTO RAPIDO DI MASSA - RIMODULAZIONE INTERVENTI E ASSEGNAZIONI DEFINITIVE",0,,0,0,
1903,"2004-10-20 00:00:00",0,11,59,,,,,"0",0,0,"VARIANTI AL PROGRAMMA DI EDILIZIA SCOLASTICA -  (D.L. 286/1996 E DELIBERA CIPE N. 89 DEL 26/6/1996)",0,,0,0,
1904,"2002-11-27 00:00:00",0,11,59,,,,,"0",0,0,"VARIANTI AL PROGRAMMA DI EDILIZIA SCOLASTICA -  (D.L. 286/1996 E DELIBERA CIPE N. 89 DEL 26/6/1996)",0,,0,0,
1905,"2004-11-23 00:00:00",0,11,60,,,,,"0",0,0,"PROGETTO PER LA SALVAGUARDIA DELLA LAGUNA E DELLA CITTA' DI VENEZIA: SISTEMA MO.S.E. (V. fasc.11/291)",0,,0,0,
1906,"2002-11-27 00:00:00",0,11,60,,,,,"0",0,0,"PROGETTO PER LA SALVAGUARDIA DELLA LAGUNA E DELLA CITTA' DI VENEZIA: SISTEMA MO.S.E. (V. fasc.11/291)",0,,0,0,
1907,"2008-07-29 00:00:00",0,11,61,,,,,"0",0,0,"POTENZIAMENTO DEL GRANDE RACCORDO ANULARE DI ROMA ",0,,0,0,
1908,"2002-11-27 00:00:00",0,11,61,,,,,"0",0,0,"POTENZIAMENTO DEL GRANDE RACCORDO ANULARE DI ROMA ",0,,0,0,
1909,"2002-11-27 00:00:00",0,11,62,,,,,"0",0,0,"STRADA A SCORRIMENTO VELOCE FONDO VALLE ISCLERO",0,,0,0,
1910,"2003-09-25 00:00:00",0,11,63,,,,,"0",0,0,"AMMODERNAMENTO AUTOSTRADA NAPOLI - POMPEI - SALERNO",0,,0,0,
1911,"2002-11-27 00:00:00",0,11,63,,,,,"0",0,0,"AMMODERNAMENTO AUTOSTRADA NAPOLI - POMPEI - SALERNO",0,,0,0,
1912,"2002-12-17 00:00:00",0,11,64,,,,,"0",0,0," LINEA 1   METROPOLITANA DI NAPOLI TRATTA DANTE – GARIBALDI – CENTRO DIREZIONALE",0,,0,0,
1913,"2002-11-27 00:00:00",0,11,64,,,,,"0",0,0," LINEA 1   METROPOLITANA DI NAPOLI TRATTA DANTE – GARIBALDI – CENTRO DIREZIONALE",0,,0,0,
1914,"2002-11-27 00:00:00",0,11,65,,,,,"0",0,0,"COLLEGAMENTO DELLA FERROVIA ALIFANA CON LA LINEA 1 METROPOLITANA DI NAPOLI - TRATTA AVERSA CENTRO - PISCINOLA",0,,0,0,
1915,"2002-11-27 00:00:00",0,11,66,,,,,"0",0,0,"RISANAMENTO VALLONE S.ROCCO",0,,0,0,
1916,"2002-11-27 00:00:00",0,11,67,,,,,"0",0,0,"RETE FOGNARIA COLLINA DEI CAMALDOLI",0,,0,0,
1917,"2002-12-17 00:00:00",0,11,68,,,,,"0",0,0,"MINISTERO INTERNO:  PROGRAMMI TRIENNALI 2002-2004 STRUTTURE PER STRANIERI E FONDO PER GLI EDIFICI DI CULTO- PARERE DI CONFORMITA'",0,,0,0,
1918,"2002-12-17 00:00:00",0,11,69,,,,,"0",0,0,"SOGESID: PIANO TRIENNALE 2002-2004 ",0,,0,0,
1919,"2002-12-17 00:00:00",0,11,70,,,,,"0",0,0,"PROGETTI DI INFRASTRUTTURE STRATEGICHE - ""LEGGE OBIETTIVO"" - MONITORAGGIO",0,,0,0,
1920,"2003-05-27 00:00:00",0,11,70,,,,,"0",0,0,"PROGETTI DI INFRASTRUTTURE STRATEGICHE - ""LEGGE OBIETTIVO"" - MONITORAGGIO",0,,0,0,
1921,"2003-06-24 00:00:00",0,11,70,,,,,"0",0,0,"PROGETTI DI INFRASTRUTTURE STRATEGICHE - ""LEGGE OBIETTIVO"" - MONITORAGGIO",0,,0,0,
1922,"2003-07-22 00:00:00",0,11,70,,,,,"0",0,0,"PROGETTI DI INFRASTRUTTURE STRATEGICHE - ""LEGGE OBIETTIVO"" - MONITORAGGIO",0,,0,0,
1923,"2002-12-17 00:00:00",0,11,71,,,,,"0",0,0,"ADEGUAMENTO SS 156 MONTI LEPINI",0,,0,0,
1924,"2007-07-17 00:00:00",0,11,72,,,,,"0",0,0,"ACQUEDOTTO GELA ARAGONA",0,,0,0,
1925,"2002-12-17 00:00:00",0,11,72,,,,,"0",0,0,"ACQUEDOTTO GELA ARAGONA",0,,0,0,
1926,"2007-07-17 00:00:00",0,11,73,,,,,"0",0,0,"ACQUEDOTTO FAVARA DI BURGIO",0,,0,0,
1927,"2002-12-17 00:00:00",0,11,73,,,,,"0",0,0,"ACQUEDOTTO FAVARA DI BURGIO",0,,0,0,
1928,"2004-05-25 00:00:00",0,11,74,,,,,"0",0,0,"ADDUTTORE DEL SINNI: RISTRUTTURAZIONE E TELECONTROLLO",0,,0,0,
1929,"2002-12-17 00:00:00",0,11,75,,,,,"0",0,0,"IMPIANTI IRRIGUI DX OFANTO E DX RENDINA IN AGRO DI LAVELLO",0,,0,0,
1930,"2006-01-26 00:00:00",0,11,77,,,,,"0",0,0,"RECUPERO ED ADEGUAMENTO GRANDI STAZIONI",0,,0,0,
1931,"2004-03-02 00:00:00",0,11,77,,,,,"0",0,0,"RECUPERO ED ADEGUAMENTO GRANDI STAZIONI",0,,0,0,
1932,"2008-04-02 00:00:00",0,11,79,,,,,"0",0,0,"COLLEGAMENTO PONTINA CISTERNA VALMONTONE",0,,0,0,
1933,"2004-06-23 00:00:00",0,11,79,,,,,"0",0,0,"COLLEGAMENTO PONTINA CISTERNA VALMONTONE",0,,0,0,
1934,"2003-01-21 00:00:00",0,11,83,,,,,"0",0,0,"FINANZIAMENTO SISTEMA AV/AC DA PARTE DI INFRASTRUTTURE S.P.A. ",0,,0,0,
1935,"2003-05-27 00:00:00",0,11,85,,,,,"0",0,0,"RELAZIONE SUGLI INVESTIMENTI NELLE FERROVIE IN ADEMPIMENTO DELLE DELIBERE NN.85/2002 E 3/2003",0,,0,0,
1936,"2003-05-27 00:00:00",0,11,87,,,,,"0",0,0,"RELAZIONE UVER STATO ATTUAZIONE COMPLETAMENTO OPERE L. 208/98  (2° SEMESTRE 2002)",0,,0,0,
1937,"2003-05-27 00:00:00",0,11,88,,,,,"0",0,0,"L. 109/1994 - PROGRAMMA EDILIZIA PENITENZIARIA TRIENNIO 2003/2005",0,,0,0,
1938,"2004-04-01 00:00:00",0,11,89,,,,,"0",0,0,"SECONDO E TERZO ADDENDUM CONTRATTO DI PROGRAMMA CON FS - RFI 2001-2005 (contiene revisione 2003) (contiene finanziamento “sistema av/ac” to-mi-na)",0,,0,0,
1939,"2003-06-24 00:00:00",0,11,89,,,,,"0",0,0,"SECONDO E TERZO ADDENDUM CONTRATTO DI PROGRAMMA CON FS - RFI 2001-2005 (contiene revisione 2003) (contiene finanziamento “sistema av/ac” to-mi-na)",0,,0,0,
1940,"2003-05-27 00:00:00",0,11,89,,,,,"0",0,0,"SECONDO E TERZO ADDENDUM CONTRATTO DI PROGRAMMA CON FS - RFI 2001-2005 (contiene revisione 2003) (contiene finanziamento “sistema av/ac” to-mi-na)",0,,0,0,
1941,"2003-05-27 00:00:00",0,11,90,,,,,"0",0,0,"L. 109/1994 - PROGRAMMA BENI CULTURALI TRIENNIO 2003/2005",0,,0,0,
1942,"2003-06-24 00:00:00",0,11,91,,,,,"0",0,0,"AUTOSTRADA MESSINA SIRACUSA GELA",0,,0,0,
1943,"2003-05-27 00:00:00",0,11,91,,,,,"0",0,0,"AUTOSTRADA MESSINA SIRACUSA GELA",0,,0,0,
1944,"2003-06-24 00:00:00",0,11,92,,,,,"0",0,0,"ACCESSO ALLA FIERA DI MILANO",0,,0,0,
1945,"2003-05-27 00:00:00",0,11,92,,,,,"0",0,0,"ACCESSO ALLA FIERA DI MILANO",0,,0,0,
1946,"2003-10-29 00:00:00",0,11,93,,,,,"0",0,0,"HUB INTERPORTUALE DI GIOIA TAURO",0,,0,0,
1947,"2003-05-27 00:00:00",0,11,93,,,,,"0",0,0,"HUB INTERPORTUALE DI GIOIA TAURO",0,,0,0,
1948,"2003-06-24 00:00:00",0,11,93,,,,,"0",0,0,"HUB INTERPORTUALE DI GIOIA TAURO",0,,0,0,
1949,"2003-07-22 00:00:00",0,11,93,,,,,"0",0,0,"HUB INTERPORTUALE DI GIOIA TAURO",0,,0,0,
1950,"2003-05-27 00:00:00",0,11,94,,,,,"0",0,0,"SECONDO RAPPORTO UTFP SULLO STATO DI AVANZAMENTO DEGLI STUDI PILOTA",0,,0,0,
1951,"2003-06-24 00:00:00",0,11,95,,,,,"0",0,0,"FINANZIAMENTO DELLE TEN E REVISIONE DELLA TEN TRASPORTI",0,,0,0,
1952,"2003-05-27 00:00:00",0,11,95,,,,,"0",0,0,"FINANZIAMENTO DELLE TEN E REVISIONE DELLA TEN TRASPORTI",0,,0,0,
1953,"2003-09-25 00:00:00",0,11,96,,,,,"0",0,0,"MINISTERO INFRASTRUTTURE E TRASPORTI: DIPARTIMENTO TRASPORTI TERRESTRI -PROGRAMMA TRIENNALE 2003-2005  E RELAZIONE SULLO STATO D'ATTUAZIONE PROGRAMMA 2002 -2004",0,,0,0,
1954,"2003-06-24 00:00:00",0,11,97,,,,,"0",0,0,"INTERPORTO DI CIVITAVECCHIA",0,,0,0,
1955,"2003-05-27 00:00:00",0,11,97,,,,,"0",0,0,"INTERPORTO DI CIVITAVECCHIA",0,,0,0,
1956,"2003-06-24 00:00:00",0,11,98,,,,,"0",0,0,"STRADA DELLE ""TRE VALLI"" TRATTO EGGI - S.SABINO ",0,,0,0,
1957,"2003-05-27 00:00:00",0,11,98,,,,,"0",0,0,"STRADA DELLE ""TRE VALLI"" TRATTO EGGI - S.SABINO ",0,,0,0,
1958,"2003-07-22 00:00:00",0,11,99,,,,,"0",0,0,"SCHEMI IDRICI SARDEGNA: sistema basso Flumendosa - Picocca; collegamento Flumineddu-Tirso; interconnessione sistemi idrici Tirso e Flumendosa",0,,0,0,
1959,"2004-11-23 00:00:00",0,11,99,,,,,"0",0,0,"SCHEMI IDRICI SARDEGNA: sistema basso Flumendosa - Picocca; collegamento Flumineddu-Tirso; interconnessione sistemi idrici Tirso e Flumendosa",0,,0,0,
1960,"2003-06-24 00:00:00",0,11,100,,,,,"0",0,0,"STRADA DELLE ""TRE VALLI"" NODO DI PERUGIA ",0,,0,0,
1961,"2003-05-27 00:00:00",0,11,100,,,,,"0",0,0,"STRADA DELLE ""TRE VALLI"" NODO DI PERUGIA ",0,,0,0,
1962,"2006-01-26 00:00:00",0,11,101,,,,,"0",0,0,"AUTOSTRADA SALERNO - REGGIO CALABRIA 2° MAXILOTTO",0,,0,0,
1963,"2004-03-02 00:00:00",0,11,101,,,,,"0",0,0,"AUTOSTRADA SALERNO - REGGIO CALABRIA 2° MAXILOTTO",0,,0,0,
1964,"2007-08-01 00:00:00",0,11,102,,,,,"0",0,0,"METROPOLITANA ""C"" DI ROMA",0,,0,0,
1965,"2003-07-22 00:00:00",0,11,102,,,,,"0",0,0,"METROPOLITANA ""C"" DI ROMA",0,,0,0,
1966,"2005-05-24 00:00:00",0,11,102,,,,,"0",0,0,"METROPOLITANA ""C"" DI ROMA",0,,0,0,
1967,"2004-10-20 00:00:00",0,11,102,,,,,"0",0,0,"METROPOLITANA ""C"" DI ROMA",0,,0,0,
1968,"2003-09-25 00:00:00",0,11,103,,,,,"0",0,0,"HUB PORTUALE DI TARANTO",0,,0,0,
1969,"2003-05-27 00:00:00",0,11,103,,,,,"0",0,0,"HUB PORTUALE DI TARANTO",0,,0,0,
1970,"2003-06-24 00:00:00",0,11,103,,,,,"0",0,0,"HUB PORTUALE DI TARANTO",0,,0,0,
1971,"2003-07-22 00:00:00",0,11,104,,,,,"0",0,0,"SCHEMI IDRICI DEL MOLISE: acquedotto molisano  centrale (progetto preliminare); acquedotto molisano destro (progetto preliminare)",0,,0,0,
1972,"2008-12-17 00:00:00",0,11,105,,,,,"0",0,0,"PIANO STRAORDINARIO DI MESSA IN SICUREZZA DEGLI EDIFICI SCOLASTICI",0,,0,0,
1973,"2004-11-23 00:00:00",0,11,105,,,,,"0",0,0,"PIANO STRAORDINARIO DI MESSA IN SICUREZZA DEGLI EDIFICI SCOLASTICI",0,,0,0,
1974,"2007-09-26 00:00:00",0,11,105,,,,,"0",0,0,"PIANO STRAORDINARIO DI MESSA IN SICUREZZA DEGLI EDIFICI SCOLASTICI",0,,0,0,
1975,"2003-07-22 00:00:00",0,11,106,,,,,"0",0,0,"L. 211/92 TRASPORTO RAPIDO DI MASSA - RIMODULAZIONE INTERVENTI PALERMO E LECCE",0,,0,0,
1976,"2003-07-22 00:00:00",0,11,107,,,,,"0",0,0,"PROGRAMMA ANNUALE SICUREZZA STRADALE 2003 (legge n 166/2002,art.15)",0,,0,0,
1977,"2003-10-29 00:00:00",0,11,109,,,,,"0",0,0,"PIANO PRIORITA' INVESTIMENTI - AGGIORNAMENTO 2003-2005",0,,0,0,
1978,"2003-09-25 00:00:00",0,11,111,,,,,"0",0,0,"LINEA AV/AC MI-GE ""TERZO VALICO DEI GIOVI""",0,,0,0,
1979,"2008-07-29 00:00:00",0,11,112,,,,,"0",0,0,"INTERPORTO DI CATANIA",0,,0,0,
1980,"2003-09-25 00:00:00",0,11,112,,,,,"0",0,0,"INTERPORTO DI CATANIA",0,,0,0,
1981,"2008-04-02 00:00:00",0,11,112,,,,,"0",0,0,"INTERPORTO DI CATANIA",0,,0,0,
1982,"2004-10-20 00:00:00",0,11,113,,,,,"0",0,0,"COMPLETAMENTO LAVORI AUTOSTRADA MESSINA-PALERMO",0,,0,0,
1983,"2003-10-29 00:00:00",0,11,114,,,,,"0",0,0,"RELAZIONE SULLO STATO DI ATTUAZIONE AL 31 DICEMBRE 2002 DEGLI INVESTIMENTI PREVISTI DAI CONTRATTI DI PROGRAMMA FS.S.P.A. 1994/2000 E 2001/2005",0,,0,0,
1984,"2006-01-26 00:00:00",0,11,115,,,,,"0",0,0,"TRATTA FERROVIARIA GENOVA  VOLTRI – GENOVA BRIGNOLE",0,,0,0,
1985,"2003-09-25 00:00:00",0,11,115,,,,,"0",0,0,"TRATTA FERROVIARIA GENOVA  VOLTRI – GENOVA BRIGNOLE",0,,0,0,
1986,"2003-10-29 00:00:00",0,11,117,,,,,"0",0,0,"REVOCA INTERVENTI DI COMPLETAMENTO NON AVVIATI",0,,0,0,
1987,"2005-05-24 00:00:00",0,11,118,,,,,"0",0,0,"ALLACCIO ALL'A12 DELL'INTERPORTO DI FIUMICINO",0,,0,0,
1988,"2003-10-29 00:00:00",0,11,119,,,,,"0",0,0,"L. 211/1992: RIMODULAZIONE  INTERVENTI  TRASPORTO RAPIDO DI MASSA COMUNE DI TORINO E COMUNE DI POTENZA",0,,0,0,
1989,"2003-07-22 00:00:00",0,11,120,,,,,"0",0,0,"LEGGE OBIETTIVO: RISORSE FINANZIARIE COMMA 177 (contiene classificazione ISTAT)",0,,0,0,
1990,"2003-10-29 00:00:00",0,11,121,,,,,"0",0,0,"PIANO NAZIONALE SICUREZZA STRADALE - SECONDO PROGRAMMA ANNUALE DI ATTUAZIONE 2003",0,,0,0,
1991,"2003-10-29 00:00:00",0,11,122,,,,,"0",0,0,"INTEGRAZIONE FINANZIAMENTO PALAZZO DI GIUSTIZIA DI PAOLA",0,,0,0,
1992,"2008-07-29 00:00:00",0,11,123,,,,,"0",0,0,"PIASTRE LOGISTICHE UMBRE",0,,0,0,
1993,"2003-12-16 00:00:00",0,11,123,,,,,"0",0,0,"PIASTRE LOGISTICHE UMBRE",0,,0,0,
1994,"2004-03-02 00:00:00",0,11,123,,,,,"0",0,0,"PIASTRE LOGISTICHE UMBRE",0,,0,0,
1995,"2003-11-25 00:00:00",0,11,124,,,,,"0",0,0,"LINEA AV/AC MILANO VERONA",0,,0,0,
1996,"2007-05-04 00:00:00",0,11,124,,,,,"0",0,0,"LINEA AV/AC MILANO VERONA",0,,0,0,
1997,"2008-07-29 00:00:00",0,11,125,,,,,"0",0,0,"INTERPORTO DI BATTIPAGLIA",0,,0,0,
1998,"2005-05-24 00:00:00",0,11,125,,,,,"0",0,0,"INTERPORTO DI BATTIPAGLIA",0,,0,0,
1999,"2003-11-25 00:00:00",0,11,125,,,,,"0",0,0,"INTERPORTO DI BATTIPAGLIA",0,,0,0,
2000,"2003-11-25 00:00:00",0,11,126,,,,,"0",0,0,"COLLEGAMENTO FERROVIARIO TORINO - LIONE ",0,,0,0,
2001,"2003-12-16 00:00:00",0,11,127,,,,,"0",0,0,"DIRETTRICE CIVITAVECCHIA ORTE TERNI RIETI da terni al confine regionale (SS 675 umbro-laziale)",0,,0,0,
2002,"2003-11-25 00:00:00",0,11,127,,,,,"0",0,0,"DIRETTRICE CIVITAVECCHIA ORTE TERNI RIETI da terni al confine regionale (SS 675 umbro-laziale)",0,,0,0,
2003,"2003-12-16 00:00:00",0,11,128,,,,,"0",0,0,"NUOVA LINEA FERROVIARIA PASSO CORESE RIETI",0,,0,0,
2004,"2003-11-25 00:00:00",0,11,128,,,,,"0",0,0,"NUOVA LINEA FERROVIARIA PASSO CORESE RIETI",0,,0,0,
2005,"2003-12-16 00:00:00",0,11,129,,,,,"0",0,0,"L. 109/1994 - PROGRAMMA AIPO 2003/2005",0,,0,0,
2006,"2003-12-16 00:00:00",0,11,130,,,,,"0",0,0,"MODIFICA DELIBERA N. 42/1998",0,,0,0,
2007,"2004-01-27 00:00:00",0,11,132,,,,,"0",0,0,"MODIFICHE ALL’ACCORDO DI PROGRAMMA QUADRO “VIABILITÀ STRADALE” DELLA REGIONE UMBRIA",0,,0,0,
2008,"2004-04-01 00:00:00",0,11,133,,,,,"0",0,0,"NODO DI CATANIA: INTERRAMENTO STAZIONE CENTRALE",0,,0,0,
2009,"2004-03-02 00:00:00",0,11,133,,,,,"0",0,0,"NODO DI CATANIA: INTERRAMENTO STAZIONE CENTRALE",0,,0,0,
2010,"2004-03-02 00:00:00",0,11,134,,,,,"0",0,0,"ELETTRODOTTO  S.FIORANO-ROBBIA : PROGETTO PER AUTORIZZAZIONE COSTRUZIONE ED ESERCIZIO",0,,0,0,
2011,"2004-04-01 00:00:00",0,11,135,,,,,"0",0,0,"POTENZIAMENTO ACQUEDOTTO DEL RUZZO",0,,0,0,
2012,"2004-03-02 00:00:00",0,11,135,,,,,"0",0,0,"POTENZIAMENTO ACQUEDOTTO DEL RUZZO",0,,0,0,
2013,"2007-08-01 00:00:00",0,11,136,,,,,"0",0,0,"REGIONE BASILICATA OPERE ACQUEDOTTISTICHE  NELLE VALLI DEL NOCE E DEL SINNI",0,,0,0,
1817,"2006-02-23 00:00:00",0,8,155,,,,,"0",0,0,"CONTRATTO DI PROGRAMMA EDS",0,,0,0,
