"Codice_Delibera","Data_Delibera","Numero_Delibera","Numero_Verbale","Codice_Settore","Codice_Tipologia","Finanziamento","Codice_Funzionario","Codice_Funzionario2","Codice_Funzionario3","Data_Consegna","Consegna_Scheda","Nota_Consegna","Codice_Direttore","Data_DirettoreInvio","Data_DirettoreRitorno","Nota_Direttore","Invio_Ragioneria","Data_RagioneriaInvio","Data_RagioneriaRitorno","Nota_Ragioneria","Invio_Mef","Data_MefInvio","Data_MefPec","Data_MefRitorno","Osservazioni_Mef","Nota_Mef","Codice_Segretario","Data_SegretarioInvio","Data_SegretarioRitorno","Nota_Segretario","Codice_Presidente","Data_PresidenteInvio","Data_PresidenteRitorno","Nota_Presidente","Codice_Ufficio","Codice_Ufficio2","Codice_Ufficio3","Codice_StatoDelibera","Argomento","Nota_CC","Tipo_DocumentoCC","Numero_InvioCC","Data_InvioCC","Numero_RilievoCC","Data_RilievoCC","Numero_RispostaCC","Data_RispostaCC","Tipo_Rilievo","Nota_RilievoCC","Tipo_DocumentoCC2","Numero_RilievoCC2","Data_RilievoCC2","Numero_RispostaCC2","Data_RispostaCC2","Tipo_Rilievo2","Nota_RilievoCC2","Tipo_DocumentoCC3","Numero_RilievoCC3","Data_RilievoCC3","Numero_RispostaCC3","Data_RispostaCC3","Tipo_Rilievo3","Nota_RilievoCC3","Data_ConferenzaStatoRegioni","Numero_ConferenzaStatoRegioni","Nota_ConferenzaStatoRegioni","File_ConferenzaStatoRegioni","A_Data_ConferenzaStatoRegioni","A_Numero_ConferenzaStatoRegioni","A_Nota_ConferenzaStatoRegioni","A_File_ConferenzaStatoRegioni","Data_ConferenzaUnificata","Numero_ConferenzaUnificata","Nota_ConferenzaUnificata","File_ConferenzaUnificata","A_Data_ConferenzaUnificata","A_Numero_ConferenzaUnificata","A_Nota_ConferenzaUnificata","A_File_ConferenzaUnificata","Data_CommissioneParlamentare","Numero_CommissioneParlamentare","Nota_CommissioneParlamentare","File_CommissioneParlamentare","A_Data_CommissioneParlamentare","A_Numero_CommissioneParlamentare","A_Nota_CommissioneParlamentare","A_File_CommissioneParlamentare","Data_Parlamento","Nota_Parlamento","File_Parlamento","Registro_RegistrazioneCC","Foglio_RegistrazioneCC","Data_RegistrazioneCC","Numero_InvioGU","Data_InvioGU","Tipo_GU","Numero_GU","Data_GU","Nota_GU","Numero_EC","Data_EC","Numero_Co","Data_Co","Allegato_1","Allegato_2","Allegato_3","Tipo_Registrazione","Tipo_Pubblicazione","Inviata_Ragioneria","Nota_Cipe","Nota_ServizioCipe","Giorni_RilievoCC","Giorni_RilievoCC2","Giorni_RilievoCC3"
1064,"2005-03-18 00:00:00",16,,,,0,,,,,FALSE,,,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,,,,,"Approvazione indirizzi strategici programma nazionale ricerca 2005/2007","",0,"0010124","2006-04-04 00:00:00","",,"",,0,"",0,"",,"",,0,"",0,"",,"",,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,0,,,"",,,,,,,,2,1,FALSE,,,,,
1065,"2005-03-18 00:00:00",17,,,,0,,,,,FALSE,,,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,0,,,,"1° progr. opere strategiche - Interporto di Nola",,,"0024483","2005-08-22 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","16","2005-09-12 00:00:00",,,0,"219","2005-09-20 00:00:00",,,,,,"E050017allegato.doc","","",,,FALSE,"",,,,
1066,"2005-03-18 00:00:00",18,,,,0,,,,,FALSE,,,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,,,,,"Programma triennale 2004-2006: Opere Marittime","",0,"",,"",,"",,0,"",0,"",,"",,0,"",0,"",,"",,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,0,"281","2005-12-02 00:00:00",,,,,,,,,1,,FALSE,,,,,
1067,"2005-03-18 00:00:00",19,,,,0,,,,,FALSE,,,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,0,,,,"Attuazione disposizioni D.L.35/2005 risorse accantonate interventi aree sottoutilizzate",,,"0024487 ","2005-08-22 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","44","2005-09-14 00:00:00",,,0,"225","2005-09-27 00:00:00",,,,,,"E050019allegato1.xls","E050019allegato2.xls","E050019allegato3.xls",,,FALSE,"",,,,
1068,"2005-03-18 00:00:00",20,,,,0,,,,,FALSE,,,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,0,,,,"1°progr. opere strategiche - Bretella autostradale Campogalliano-Sassuolo","",0,"0024488 ","2005-08-22 00:00:00","",,"",,0,"",0,"",,"",,0,"",0,"",,"",,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","46","2005-09-15 00:00:00",,,0,"226","2005-09-28 00:00:00",,,,,,"E050020allegato.doc","","",0,,FALSE,"",,,,
1069,"2005-03-18 00:00:00",21,,,,0,,,,,FALSE,,,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,0,,,,"1° progr. opere strategiche - Potenziamento ferroviario Novara-Seregno variante di Galliate",,,"0024490 ","2005-08-22 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","238","2005-10-24 00:00:00",,,0,"257","2005-11-04 00:00:00",,,,,,"E050021allegato.doc","","",,,FALSE,"",,,,
1070,"2005-03-18 00:00:00",22,,,,0,,,,,FALSE,,,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,,,,,"Interventi nel settore del trasporto rapido di massa",,,"0029602","2005-10-10 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","398","2005-11-21 00:00:00",,,0,"283","2005-12-05 00:00:00",,,,,,,,,,,FALSE,,,,,
1071,"2005-03-18 00:00:00",23,,,,0,,,,,FALSE,,,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,,,,,"Modifica delibera 20/2004 (allegato 2, indicatore 4, reportistica FSE)",,,"0030545 ","2005-10-17 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","390","2005-11-21 00:00:00",,,0,"277","2005-11-28 00:00:00",,,,,,,,,,,FALSE,,,,,
1072,"2005-03-18 00:00:00",24,,,,0,,,,,FALSE,,,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,0,,,,"1° progr. opere strategiche - raccordo Ospitaletto-Montichiari",,,"0027403 ","2005-09-22 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","260","2005-10-26 00:00:00",,,0,"296","2005-12-21 00:00:00",,,,,,"E050024allegato1.doc","E050024allegato2.doc","",,,FALSE,"",,,,
1073,"2005-03-18 00:00:00",25,,,,0,,,,,FALSE,,,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,,,,,"Contratto di programma Società Nuova Biozenit S.p.A. - proroga",,,"0030547","2005-10-17 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","391","2005-11-21 00:00:00",,,0,"277","2005-11-28 00:00:00",,,,,,,,,,,FALSE,,,,,
1074,"2005-03-18 00:00:00",26,,,,0,,,,,FALSE,,,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,,,,,"Contratto di programma Consorzio Sikelia - proroga",,,"0030548","2005-10-17 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","392","2005-11-21 00:00:00",,,0,"277","2005-11-28 00:00:00",,,,,,,,,,,FALSE,,,,,
1075,"2005-03-18 00:00:00",27,,,,0,,,,,FALSE,,,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,0,,,,"Contratto di programma Consorzio Procal - 1° agg.to",,,"0030549","2005-10-17 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","393","2005-11-21 00:00:00",,,0,"277","2005-11-28 00:00:00",,,,,,"E050027allegato.xls","","",,,FALSE,"",,,,
1076,"2005-03-18 00:00:00",28,,,,0,,,,,FALSE,,,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,0,,,,"Contratto di programma Consorzio per lo sviluppo della valle del Rio Forcella",,,"0030544","2005-10-17 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","389","2005-11-21 00:00:00",,,0,"277","2005-11-28 00:00:00",,,,,,"E050028allegato.xls","","",,,FALSE,"",,,,
1077,"2005-03-18 00:00:00",29,,,,0,,,,,FALSE,,,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,,,,,"Contratto di programma Società Apreamare SPA - Proroga",,,"0035858 ","2005-11-28 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6","97","2005-12-15 00:00:00",,,0,"303","2005-12-30 00:00:00",,,,,,,,,,,FALSE,,,,,
1078,"2005-03-18 00:00:00",30,,,,0,,,,,FALSE,,,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,,,,,"Contratto di programma Consorzio Turistico Trapanese - CTT - SCARL - Proroga",,,"0035860 ","2005-11-28 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6","98","2005-12-15 00:00:00",,,0,"303","2005-12-30 00:00:00",,,,,,,,,,,FALSE,,,,,
1079,"2005-03-18 00:00:00",31,,,,0,,,,,FALSE,,,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,,,,,"Contratto di programma Consorzio Polo floricolo - 1° aggiornamento",,,"0035863 ","2005-11-28 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6","99","2005-12-15 00:00:00",,,0,"303","2005-12-30 00:00:00",,,,,,,,,,,FALSE,,,,,
1080,"2005-03-18 00:00:00",32,,,,0,,,,,FALSE,,,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,,,,,"Contratto di programma Consorzio mediterraneo del legno - Proroga",,,"0035864","2005-11-28 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6","100","2005-12-15 00:00:00",,,0,"303","2005-12-30 00:00:00",,,,,,,,,,,FALSE,,,,,
1081,"2005-05-27 00:00:00",33,,,,0,,,,,FALSE,,,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,0,,,,"Modifica delibera CIPE 81/2004 - distratti tecnologici - rimodulazione quota regione Sicilia",,,"0035867","2005-11-28 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6","138","2005-12-20 00:00:00",,,0,"303","2005-12-30 00:00:00",,,,,,"E050033allegato.pdf","","",,,FALSE,"",,,,
1082,"2005-05-27 00:00:00",34,,,,0,,,,,FALSE,,,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,,,,,"Ripartizione risorse interventi aree sottoutilizzate - quadriennio 2005/2008",,,"0024578 ","2005-08-22 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","78","2005-09-28 00:00:00",,,0,"235","2005-10-08 00:00:00",,,,,,,,,,,FALSE,,,,,
1083,"2005-05-27 00:00:00",35,,,,0,,,,,FALSE,,,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,,,,,"Ripartizione risorse interventi aree sottoutilizzate - rifinanziamento L.208/1998 periodo 2005/2008",,,"0024492","2005-08-22 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","79","2005-09-28 00:00:00",,,0,"237","2005-10-11 00:00:00",,,,,,,,,,,FALSE,,,,,
1084,"2005-05-27 00:00:00",36,,,,0,,,,,FALSE,,,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,0,,,,"Contratto di filiera Consorzio ALTA QUALITA' S.C.A R.L.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","265","2006-04-27 00:00:00",,,0,"106","2006-05-09 00:00:00",,,,,,"E050036allegato.xls","","",,,FALSE,"",,,,
1085,"2005-05-27 00:00:00",37,,,,0,,,,,FALSE,,,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,0,,,,"Contratto di filera CAMPOVERDE S.P.A.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","266","2006-04-27 00:00:00",,,0,"106","2006-05-09 00:00:00",,,,,,"E050037allegato.xls","","",,,FALSE,"",,,,
1086,"2005-05-27 00:00:00",38,,,,0,,,,,FALSE,,,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,0,,,,"Contratto di filiera  Associazione temporanea sviluppo filiera PATATICOLA - A.T.S.F.P.",,,"0018558 ","2006-07-06 00:00:00","",,"",,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","133","2006-07-26 00:00:00",,,0,"190","2006-08-17 00:00:00","",,,,,"E050038allegato.xls","","",0,0,FALSE,"",,,,
1087,"2005-05-27 00:00:00",39,,,,0,,,,,FALSE,,,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,,,,,"1° progr. opere strategiche - linea C metropolitana di Roma - modifica soggetto aggiudicatore","",0,"0029600 ","2005-10-10 00:00:00","",,"",,0,"",0,"",,"",,0,"",0,"",,"",,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","336","2005-11-04 00:00:00",,,0,"264","2005-11-12 00:00:00",,,,,,,,,0,,FALSE,,,,,
1088,"2005-05-27 00:00:00",40,,,,0,,,,,FALSE,,,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,0,,,,"Contratto di filiera Consorzio FLORCONSORZI ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","268","2006-04-27 00:00:00",,,0,"106","2006-05-09 00:00:00",,,,,,"E050040allegato.xls","","",,,FALSE,"",,,,
1089,"2005-05-27 00:00:00",41,,,,0,,,,,FALSE,,,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,0,,,,"Contratto di filiera OP MAROLLO S.C.P.A.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","269","2006-04-27 00:00:00",,,0,"133","2006-06-10 00:00:00",,,,,,"E050041allegato.xls","","",,,FALSE,"",,,,
1090,"2005-05-27 00:00:00",42,,,,0,,,,,FALSE,,,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,,,,,"Contratto di programma Società Equipollymers S.p.A.",,,"0030551","2005-10-17 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","394","2005-11-21 00:00:00",,,0,"277","2005-11-28 00:00:00",,,,,,,,,,,FALSE,,,,,
1091,"2005-05-27 00:00:00",43,,,,0,,,,,FALSE,,,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,0,,,,"Contratto di programma Consorzio Sicilia Golf Resort ","",0,"0029564","2005-10-10 00:00:00","",,"",,0,"",0,"",,"",,0,"",0,"",,"",,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","266","2005-10-27 00:00:00",,,0,"261","2005-11-09 00:00:00",,,,,,"E050043allegato.xls","","",0,,FALSE,"",,,,
1092,"2005-05-27 00:00:00",44,,,,0,,,,,FALSE,,,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,,,,,"Contratto di programma con il Consorzio latte Società Consortile ARL - Proroga",,,"0035851 ","2005-11-28 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6","101","2005-12-15 00:00:00",,,0,"30","2006-02-06 00:00:00",,,,,,,,,,,FALSE,,,,,
1093,"2005-05-27 00:00:00",45,,,,0,,,,,FALSE,,,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,0,,,,"Contratto di programma con la Nuova Concordia S.r.l. - 2° aggiornamento",,,"0035857 ","2005-11-28 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6","103","2005-12-15 00:00:00",,,0,"303","2005-12-30 00:00:00",,,,,,"E050045allegato.xls","","",,,FALSE,"",,,,
1094,"2005-05-27 00:00:00",46,,,,0,,,,,FALSE,,,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,,,,,"Contratto di programma con ilConsorzio ARBATAX",,,"0035856 ","2005-11-28 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6","102","2005-12-15 00:00:00",,,0,"303","2005-12-30 00:00:00",,,,,,,,,,,FALSE,,,,,
1095,"2005-05-27 00:00:00",47,,,,0,,,,,FALSE,,,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,0,,,,"SSN 2005 - ripartizione quota parte corrente",,,"0029567 ","2005-10-10 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","308","2005-11-02 00:00:00",,,0,"261","2005-11-09 00:00:00",,,,,,"E050047allegato.pdf","","",,,FALSE,"",,,,
1096,"2005-05-27 00:00:00",48,,,,0,,,,,FALSE,,,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,0,,,,"FSN 2004 - parte corrente - obiettivi di carattere prioritario",,,"0029573 ","2005-10-10 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","309","2005-11-02 00:00:00",,,0,"261","2005-11-09 00:00:00",,,,,,"E050048allegato.xls","","",,,FALSE,"",,,,
1097,"2005-05-27 00:00:00",49,,,,0,,,,,FALSE,,,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,0,,,,"FSN 2004 - parte corrente - ripartizione tra le regioni delle somme destinate al fondo per l'esclusività del rapporto con il personale dirigente del ruolo sanitario",,,"0029359","2005-10-07 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","261","2005-10-26 00:00:00",,,0,"261","2005-11-09 00:00:00",,,,,,"E050049allegato.pdf","","",,,FALSE,"",,,,
1098,"2005-05-27 00:00:00",50,,,,0,,,,,FALSE,,,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,,,,,"FSN 2004 - parte corrente - finanziamento mutui pre-riforma contratti con la Cassa Depositi e prestiti",,,"0029373 ","2005-10-07 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","267","2005-10-28 00:00:00",,,0,"261","2005-11-09 00:00:00",,,,,,,,,,,FALSE,,,,,
1099,"2005-05-27 00:00:00",51,,,,0,,,,,FALSE,,,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,0,,,,"FSN 2003 riparto accantonamento di cui al punto C) della delibera 8/2003 (esclusività rapporto dirigenti medici)",,,"0023483","2005-08-01 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4","253","2005-08-05 00:00:00",,,0,"205","2005-09-03 00:00:00",,,,,,"E050051allegato.xls","","",,,FALSE,"",,,,
1100,"2005-05-27 00:00:00",52,,,,0,,,,,FALSE,,,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,,,,,"Relazione 2003 attuazione della politica di cooperazione allo sviluppo",,,"0029306 ","2005-10-10 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","376","2005-11-15 00:00:00",,,0,"271","2005-11-21 00:00:00",,,,,,,,,,,FALSE,,,,,
1101,"2005-05-27 00:00:00",53,,,,0,,,,,FALSE,,,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,,,,,"Aiuti a favore dei produttori di barbabietole da zucchero - campagna 2004/2005",,,"0029502","2005-10-10 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","225","2005-10-19 00:00:00",,,0,"257","2005-11-04 00:00:00",,,,,,,,,,,FALSE,,,,,
1102,"2005-05-27 00:00:00",54,,,,0,,,,,FALSE,,,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,,,,,"Nuclei di valutazione e verifica degli investimenti pubblici - ripartizione risorse anno 2004 e prima quota 2005",,,"0029343","2005-10-07 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","223","2005-10-17 00:00:00",,,0,"251","2005-10-27 00:00:00",,,,,,,,,,,FALSE,,,,,
1103,"2005-05-27 00:00:00",55,,,,0,,,,,FALSE,,,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,0,,,,"L. 36/1994 in materia di risorse idriche: riparto somme di cui al fondo speciale previsto dall'art. 18 - annualità 2001, 2002 e 2003",,,"0023484 ","2005-08-01 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4","351","2005-08-30 00:00:00",,,0,"207","2005-09-06 00:00:00",,,,,,"E050055allegato.pdf","","",,,FALSE,"",,,,
1104,"2005-05-27 00:00:00",56,,,,0,,,,,FALSE,,,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,0,,,,"Ricostruzione edifici adibiti al culto e danneggati dagli eventi sismici Regione Campania",,,"0029575 ","2005-10-10 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6","127","2005-12-16 00:00:00",,,0,"303","2005-12-30 00:00:00",,,,,,"E050056allegato.doc","","",,,FALSE,"",,,,
1105,"2005-05-27 00:00:00",57,,,,0,,,,,FALSE,,,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,,,,,"Patti territoriali occupazione - progr.aggiuntivo: proroga",,,"0023486","2005-08-01 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4","252","2005-08-05 00:00:00",,,0,"205","2005-09-03 00:00:00",,,,,,,,,,,FALSE,,,,,
1106,"2005-05-27 00:00:00",58,,,,0,,,,,FALSE,,,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,,,,,"L, 109/1994: programmi triennali 2005-2007 dell'INFN","",0,"0024621","2005-08-22 00:00:00","",,"",,0,"",0,"",,"",,0,"",0,"",,"",,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,0,"203","2005-09-01 00:00:00",,,,,,,,,2,,FALSE,,,,,
1107,"2005-05-27 00:00:00",59,,,,0,,,,,FALSE,,,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,,,,,"L, 109/1994: programmi triennali 2005-2007  per l'edilizia penitenziaria e penitenziaria minorile","",0,"0024623 ","2005-08-22 00:00:00","",,"",,0,"",0,"",,"",,0,"",0,"",,"",,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,0,"203","2005-09-01 00:00:00",,,,,,,,,2,,FALSE,,,,,
1108,"2005-05-27 00:00:00",60,,,,0,,,,,FALSE,,,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,,,,,"Modifica termini presentazione relazione UTFP 2004","",0,"",,"",,"",,0,"",0,"",,"",,0,"",0,"",,"",,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,0,,,"",,,,,,,,1,1,FALSE,,,,,
1109,"2005-05-27 00:00:00",61,,,,0,,,,,FALSE,,,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,0,,,,"1° progr. opere strategiche - Raccordo Villesse-Gorizia adeguamento a sezione autostradale",,,"0037641","2005-12-12 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","62","2006-01-23 00:00:00",,,0,"25","2006-01-31 00:00:00",,,,,,"E050061allegato.pdf","","",,,FALSE,"",,,,
1110,"2005-05-27 00:00:00",62,,,,0,,,,,FALSE,,,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,0,,,,"1° progr. opere strategiche - raddoppio linea ferroviaria Messina-Catania: tratta Giampilieri-Fiumefreddo",,,"0029561 ","2005-10-10 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","368","2005-11-11 00:00:00",,,0,"271","2005-11-21 00:00:00",,,,,,"E050062allegato.doc","","",,,FALSE,"",,,,
1111,"2005-05-27 00:00:00",63,,,,0,,,,,FALSE,,,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,0,,,,"1° progr.opere strategiche - accessibilità metropolitana nuovo polo fiera di Milano. Nodo di interscambio",,,"0029560","2005-10-10 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","377","2005-11-15 00:00:00",,,0,"272","2005-11-22 00:00:00",,,,,,"E050063allegato.doc","","",,,FALSE,"",,,,
1112,"2005-05-27 00:00:00",64,,,,0,,,,,FALSE,,,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,,,,,"1° programma opere strategiche - Sistema  di trasporto rapido di massa a guida vincolata per la città di Parma",,,"0036999","2005-12-05 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","6","2006-01-10 00:00:00",,,0,"18","2006-01-23 00:00:00",,,,,,,,,,,FALSE,,,,,
1113,"2005-05-27 00:00:00",65,,,,0,,,,,FALSE,,,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,0,,,,"1° progr. opere strategiche - Potenziamento Linea Rho-Arona. Tratta Rho-Gallarate",,,"0037832 ","2005-12-13 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","63","2006-01-23 00:00:00",,,0,"64","2006-01-31 00:00:00","","64","2006-03-17 00:00:00",,,"E050065allegato.doc","","",,0,FALSE,"",,,,
1114,"2005-05-27 00:00:00",66,,,,0,10,10,10,"2005-08-08 00:00:00",FALSE,"",0,"2005-08-08 00:00:00","2005-08-11 00:00:00","",FALSE,,,,FALSE,,,,FALSE,"",0,,,"",0,,,"",0,,,,"1° progr. opere strategiche - Hub interportuali area romana (A12 Roma-Civitavecchia - viabilità comune di Fiumicino)","",0,"0029598 ","2005-10-10 00:00:00","",,"",,0,"",0,"",,"",,0,"",0,"",,"",,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,0,,,"",,,,,"E050066allegato.doc","","",3,1,FALSE,"",,,,
1115,"2005-05-27 00:00:00",67,,,,0,,,,,FALSE,,,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,0,,,,"1° progr. opere strategiche - interporto di Battipaglia",,,"0029581 ","2005-10-10 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","374","2005-11-14 00:00:00",,,0,"272","2005-11-22 00:00:00",,,,,,"E050067allegato1.doc","E050067allegato2.doc","",,,FALSE,"",,,,
